year_film,year_award,ceremony,category,win,title
1996,1997,54,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,If These Walls Could Talk
1996,1997,54,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Crime of the Century
1996,1997,54,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Norma Jean and Marilyn
1996,1997,54,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,TRUE,Rasputin
1996,1997,54,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Losing Chase
1996,1997,54,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Crime of the Century
1996,1997,54,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,The Summer of Ben Tyler
1996,1997,54,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Gotti
1996,1997,54,Best Performance by an Actress In A Television Series - Drama,TRUE,The X-Files
1996,1997,54,Best Performance by an Actress In A Television Series - Drama,FALSE,Chicago Hope
1996,1997,54,Best Performance by an Actress In A Television Series - Drama,FALSE,Melrose Place
1996,1997,54,Best Performance by an Actress In A Television Series - Drama,FALSE,Dr. Quinn, Medicine Woman
1996,1997,54,Best Performance by an Actress In A Television Series - Drama,FALSE,ER
1996,1997,54,Best Performance by an Actor In A Television Series - Drama,TRUE,The X-Files
1996,1997,54,Best Performance by an Actor In A Television Series - Drama,FALSE,ER
1996,1997,54,Best Performance by an Actor In A Television Series - Drama,FALSE,ER
1996,1997,54,Best Performance by an Actor In A Television Series - Drama,FALSE,Millennium
1996,1997,54,Best Performance by an Actor In A Television Series - Drama,FALSE,NYPD Blue
1996,1997,54,Best Performance by an Actress in a Television Series - Musical or Comedy,TRUE,Mad About You
1996,1997,54,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Grace Under Fire
1996,1997,54,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,The Nanny
1996,1997,54,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Cybill
1996,1997,54,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Suddenly Susan
1996,1997,54,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Tracey Takes On
1996,1997,54,Best Performance by an Actor in a Television Series - Musical or Comedy,TRUE,3rd Rock From The Sun
1996,1997,54,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Home Improvement
1996,1997,54,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Spin City
1996,1997,54,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Frasier
1996,1997,54,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Mad About You
1996,1997,54,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,The Late Shift
1996,1997,54,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Cybill
1996,1997,54,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,If These Walls Could Talk
1996,1997,54,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,3rd Rock From The Sun
1996,1997,54,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Rasputin
1996,1997,54,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,Rasputin
1996,1997,54,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Frasier
1996,1997,54,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Crime of the Century
1996,1997,54,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Gotti
1996,1997,54,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,ER
1996,1997,54,Cecil B. deMille Award,FALSE,Dustin Hoffman
1997,1998,55,Best Motion Picture - Drama,TRUE,Titanic
1997,1998,55,Best Motion Picture - Drama,FALSE,The Boxer
1997,1998,55,Best Motion Picture - Drama,FALSE,Good Will Hunting
1997,1998,55,Best Motion Picture - Drama,FALSE,L.A. Confidential
1997,1998,55,Best Motion Picture - Drama,FALSE,Amistad
1997,1998,55,Best Motion Picture - Musical or Comedy,TRUE,As Good as It Gets
1997,1998,55,Best Motion Picture - Musical or Comedy,FALSE,The Full Monty
1997,1998,55,Best Motion Picture - Musical or Comedy,FALSE,Men in Black
1997,1998,55,Best Motion Picture - Musical or Comedy,FALSE,My Best Friend's Wedding
1997,1998,55,Best Motion Picture - Musical or Comedy,FALSE,Wag the Dog
1997,1998,55,Best Performance by an Actress in a Motion Picture - Drama,TRUE,Mrs. Brown
1997,1998,55,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The Wings of the Dove
1997,1998,55,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Contact
1997,1998,55,Best Performance by an Actress in a Motion Picture - Drama,FALSE,A Thousand Acres
1997,1998,55,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Titanic
1997,1998,55,Best Performance by an Actor in a Motion Picture - Drama,TRUE,Ulee's Gold
1997,1998,55,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Good Will Hunting
1997,1998,55,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Boxer
1997,1998,55,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Titanic
1997,1998,55,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Amistad
1997,1998,55,Best Performance by an Actress in a Motion Picture - Musical or Comedy,TRUE,As Good as It Gets
1997,1998,55,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Chasing Amy
1997,1998,55,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Jackie Brown
1997,1998,55,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Selena
1997,1998,55,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,My Best Friend's Wedding
1997,1998,55,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,As Good as It Gets
1997,1998,55,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,In & Out
1997,1998,55,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Liar Liar
1997,1998,55,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Wag the Dog
1997,1998,55,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Jackie Brown
1997,1998,55,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,L.A. Confidential
1997,1998,55,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,In & Out
1997,1998,55,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Boogie Nights
1997,1998,55,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Titanic
1997,1998,55,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Ice Storm
1997,1998,55,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,Boogie Nights
1997,1998,55,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Good Will Hunting
1997,1998,55,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,My Best Friend's Wedding
1997,1998,55,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Amistad
1997,1998,55,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,As Good as It Gets
1997,1998,55,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,John Grisham's The Rainmaker
1997,1998,55,Best Director - Motion Picture,TRUE,Titanic
1997,1998,55,Best Director - Motion Picture,FALSE,Amistad
1997,1998,55,Best Director - Motion Picture,FALSE,As Good as It Gets
1997,1998,55,Best Director - Motion Picture,FALSE,L.A. Confidential
1997,1998,55,Best Director - Motion Picture,FALSE,The Boxer
1997,1998,55,Best Screenplay - Motion Picture,TRUE,Good Will Hunting
1997,1998,55,Best Screenplay - Motion Picture,FALSE,As Good as It Gets
1997,1998,55,Best Screenplay - Motion Picture,FALSE,L.A. Confidential
1997,1998,55,Best Screenplay - Motion Picture,FALSE,Titanic
1997,1998,55,Best Screenplay - Motion Picture,FALSE,Wag the Dog
1997,1998,55,Best Motion Picture - Foreign Language,TRUE,A Belgiumlain Berliner
1997,1998,55,Best Motion Picture - Foreign Language,FALSE,A Francegnès Merlet
1997,1998,55,Best Motion Picture - Foreign Language,FALSE,Germany, Ivan Fíla
1997,1998,55,Best Motion Picture - Foreign Language,FALSE,Russia, Pavel Chukhray
1997,1998,55,Best Motion Picture - Foreign Language,FALSE,Italy, Pupi Avati
1997,1998,55,Best Original Score - Motion Picture,TRUE,Titanic
1997,1998,55,Best Original Score - Motion Picture,FALSE,Gattaca
1997,1998,55,Best Original Score - Motion Picture,FALSE,Kundun
1997,1998,55,Best Original Score - Motion Picture,FALSE,L.A. Confidential
1997,1998,55,Best Original Score - Motion Picture,FALSE,Seven Years in Tibet
1997,1998,55,Best Original Song - Motion Picture,TRUE,Titanic
1997,1998,55,Best Original Song - Motion Picture,FALSE,Hercules
1997,1998,55,Best Original Song - Motion Picture,FALSE,Anastasia
1997,1998,55,Best Original Song - Motion Picture,FALSE,Anastasia
1997,1998,55,Best Original Song - Motion Picture,FALSE,Tomorrow Never Dies
1997,1998,55,Best Television Series - Drama,TRUE,The X-Files
1997,1998,55,Best Television Series - Drama,FALSE,ER
1997,1998,55,Best Television Series - Drama,FALSE,Law & Order
1997,1998,55,Best Television Series - Drama,FALSE,NYPD Blue
1997,1998,55,Best Television Series - Drama,FALSE,Chicago Hope
1997,1998,55,Best Television Series - Musical or Comedy,TRUE,Ally McBeal
1997,1998,55,Best Television Series - Musical or Comedy,FALSE,Frasier
1997,1998,55,Best Television Series - Musical or Comedy,FALSE,Friends
1997,1998,55,Best Television Series - Musical or Comedy,FALSE,Seinfeld
1997,1998,55,Best Television Series - Musical or Comedy,FALSE,Spin City
1997,1998,55,Best Television Series - Musical or Comedy,FALSE,3rd Rock From The Sun
1997,1998,55,Best Television Limited Series or Motion Picture Made for Television,TRUE,George Wallace
1997,1998,55,Best Television Limited Series or Motion Picture Made for Television,FALSE,Don King: Only In America
1997,1998,55,Best Television Limited Series or Motion Picture Made for Television,FALSE,Miss Evers' Boys
1997,1998,55,Best Television Limited Series or Motion Picture Made for Television,FALSE,The Odyssey
1997,1998,55,Best Television Limited Series or Motion Picture Made for Television,FALSE,12 Angry Men (TV-1997)
1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,TRUE,Miss Evers' Boys
1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Before Women Had Wings
1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Hope
1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Bella Mafia
1997,1998,55,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,First Do No Harm
1997,1998,55,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,TRUE,Don King: Only In America
1997,1998,55,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,The Odyssey
1997,1998,55,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,12 Angry Men (TV-1997)
1997,1998,55,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,What the Deaf Man Heard
1997,1998,55,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,George Wallace
1997,1998,55,Best Performance by an Actress In A Television Series - Drama,TRUE,Chicago Hope
1997,1998,55,Best Performance by an Actress In A Television Series - Drama,FALSE,The X-Files
1997,1998,55,Best Performance by an Actress In A Television Series - Drama,FALSE,NYPD Blue
1997,1998,55,Best Performance by an Actress In A Television Series - Drama,FALSE,Touched By an Angel
1997,1998,55,Best Performance by an Actress In A Television Series - Drama,FALSE,ER
1997,1998,55,Best Performance by an Actor In A Television Series - Drama,TRUE,ER
1997,1998,55,Best Performance by an Actor In A Television Series - Drama,FALSE,ER
1997,1998,55,Best Performance by an Actor In A Television Series - Drama,FALSE,Nothing Sacred
1997,1998,55,Best Performance by an Actor In A Television Series - Drama,FALSE,The X-Files
1997,1998,55,Best Performance by an Actor In A Television Series - Drama,FALSE,Millennium
1997,1998,55,Best Performance by an Actress in a Television Series - Musical or Comedy,TRUE,Ally McBeal
1997,1998,55,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Veronica's Closet
1997,1998,55,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Ellen
1997,1998,55,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Dharma & Greg
1997,1998,55,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Mad About You
1997,1998,55,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Suddenly Susan
1997,1998,55,Best Performance by an Actor in a Television Series - Musical or Comedy,TRUE,Spin City
1997,1998,55,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Frasier
1997,1998,55,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,3rd Rock From The Sun
1997,1998,55,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Mad About You
1997,1998,55,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Seinfeld
1997,1998,55,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,George Wallace
1997,1998,55,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Ellen
1997,1998,55,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Touched By an Angel
1997,1998,55,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,ER
1997,1998,55,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,George Wallace
1997,1998,55,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,12 Angry Men (TV-1997)
1997,1998,55,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Seinfeld
1997,1998,55,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Mandela and De Klerk
1997,1998,55,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Frasier
1997,1998,55,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,ER
1997,1998,55,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,ER
1997,1998,55,Cecil B. deMille Award,FALSE,Shirley MacLaine
1998,1999,56,Best Motion Picture - Drama,TRUE,Saving Private Ryan
1998,1999,56,Best Motion Picture - Drama,FALSE,Gods and Monsters
1998,1999,56,Best Motion Picture - Drama,FALSE,The Horse Whisperer
1998,1999,56,Best Motion Picture - Drama,FALSE,The Truman Show
1998,1999,56,Best Motion Picture - Drama,FALSE,Elizabeth
1998,1999,56,Best Motion Picture - Musical or Comedy,TRUE,Shakespeare in Love
1998,1999,56,Best Motion Picture - Musical or Comedy,FALSE,Bulworth
1998,1999,56,Best Motion Picture - Musical or Comedy,FALSE,The Mask of Zorro
1998,1999,56,Best Motion Picture - Musical or Comedy,FALSE,Patch Adams
1998,1999,56,Best Motion Picture - Musical or Comedy,FALSE,Still Crazy
1998,1999,56,Best Motion Picture - Musical or Comedy,FALSE,There's Something About Mary
1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,TRUE,Elizabeth
1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Central Station
1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Stepmom
1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,FALSE,One True Thing
1998,1999,56,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Hilary and Jackie
1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,TRUE,The Truman Show
1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Wilde
1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Saving Private Ryan
1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Gods and Monsters
1998,1999,56,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Affliction
1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,TRUE,Shakespeare in Love
1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,You've Got Mail
1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,There's Something About Mary
1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Little Voice
1998,1999,56,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,The Opposite of Sex
1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,Little Voice
1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Mask of Zorro
1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Bulworth
1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Primary Colors
1998,1999,56,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Patch Adams
1998,1999,56,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Gods and Monsters
1998,1999,56,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Primary Colors
1998,1999,56,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Little Voice
1998,1999,56,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Shakespeare in Love
1998,1999,56,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Mighty
1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,The Truman Show
1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,A Civil Action
1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Rushmore
1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Shakespeare in Love
1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Without Limits
1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,A Simple Plan, a
1998,1999,56,Best Director - Motion Picture,TRUE,Saving Private Ryan
1998,1999,56,Best Director - Motion Picture,FALSE,Elizabeth
1998,1999,56,Best Director - Motion Picture,FALSE,Shakespeare in Love
1998,1999,56,Best Director - Motion Picture,FALSE,The Horse Whisperer
1998,1999,56,Best Director - Motion Picture,FALSE,The Truman Show
1998,1999,56,Best Screenplay - Motion Picture,TRUE,Shakespeare in Love
1998,1999,56,Best Screenplay - Motion Picture,FALSE,Bulworth
1998,1999,56,Best Screenplay - Motion Picture,FALSE,Happiness
1998,1999,56,Best Screenplay - Motion Picture,FALSE,Saving Private Ryan
1998,1999,56,Best Screenplay - Motion Picture,FALSE,The Truman Show
1998,1999,56,Best Motion Picture - Foreign Language,TRUE,Brazil, Walter Salles
1998,1999,56,Best Motion Picture - Foreign Language,FALSE,United States, John Sayles
1998,1999,56,Best Motion Picture - Foreign Language,FALSE,Netherlands, Karim Traïdia
1998,1999,56,Best Motion Picture - Foreign Language,FALSE,Argentina, Carlos Saura
1998,1999,56,Best Motion Picture - Foreign Language,FALSE,Denmark, Thomas Vinterberg
1998,1999,56,Best Original Score - Motion Picture,TRUE,The Truman Show
1998,1999,56,Best Original Score - Motion Picture,FALSE,Mulan
1998,1999,56,Best Original Score - Motion Picture,FALSE,Saving Private Ryan
1998,1999,56,Best Original Score - Motion Picture,FALSE,A Bug's Life
1998,1999,56,Best Original Score - Motion Picture,FALSE,The Prince of Egypt
1998,1999,56,Best Original Song - Motion Picture,TRUE,Quest For Camelot: The Magic Sword
1998,1999,56,Best Original Song - Motion Picture,FALSE,The Mighty
1998,1999,56,Best Original Song - Motion Picture,FALSE,The Prince of Egypt
1998,1999,56,Best Original Song - Motion Picture,FALSE,City of Angels
1998,1999,56,Best Original Song - Motion Picture,FALSE,Mulan
1998,1999,56,Best Original Song - Motion Picture,FALSE,Still Crazy
1998,1999,56,Best Television Series - Drama,TRUE,The Practice
1998,1999,56,Best Television Series - Drama,FALSE,Law & Order
1998,1999,56,Best Television Series - Drama,FALSE,The X-Files
1998,1999,56,Best Television Series - Drama,FALSE,ER
1998,1999,56,Best Television Series - Drama,FALSE,Felicity
1998,1999,56,Best Television Series - Musical or Comedy,TRUE,Ally McBeal
1998,1999,56,Best Television Series - Musical or Comedy,FALSE,Dharma & Greg
1998,1999,56,Best Television Series - Musical or Comedy,FALSE,Frasier
1998,1999,56,Best Television Series - Musical or Comedy,FALSE,Just Shoot Me!
1998,1999,56,Best Television Series - Musical or Comedy,FALSE,Spin City
1998,1999,56,Best Television Limited Series or Motion Picture Made for Television,TRUE,From the Earth to the Moon
1998,1999,56,Best Television Limited Series or Motion Picture Made for Television,FALSE,The Temptations
1998,1999,56,Best Television Limited Series or Motion Picture Made for Television,FALSE,The Baby Dance
1998,1999,56,Best Television Limited Series or Motion Picture Made for Television,FALSE,Gia
1998,1999,56,Best Television Limited Series or Motion Picture Made for Television,FALSE,Merlin
1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,TRUE,Gia
1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Life of the Party: The Pamela Harriman Story
1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,The Baby Dance
1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,The Baby Dance
1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Merlin
1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,TRUE,Winchell
1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,The Tempest
1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Merlin
1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,A Bright Shining Lie, a
1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Rear Window
1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Moby Dick
1998,1999,56,Best Performance by an Actress In A Television Series - Drama,TRUE,Felicity
1998,1999,56,Best Performance by an Actress In A Television Series - Drama,FALSE,The X-Files
1998,1999,56,Best Performance by an Actress In A Television Series - Drama,FALSE,NYPD Blue
1998,1999,56,Best Performance by an Actress In A Television Series - Drama,FALSE,Touched By an Angel
1998,1999,56,Best Performance by an Actress In A Television Series - Drama,FALSE,ER
1998,1999,56,Best Performance by an Actor In A Television Series - Drama,TRUE,The Practice
1998,1999,56,Best Performance by an Actor In A Television Series - Drama,FALSE,NYPD Blue
1998,1999,56,Best Performance by an Actor In A Television Series - Drama,FALSE,The X-Files
1998,1999,56,Best Performance by an Actor In A Television Series - Drama,FALSE,ER
1998,1999,56,Best Performance by an Actor In A Television Series - Drama,FALSE,Millennium
1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,TRUE,Dharma & Greg
1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Jesse
1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Ally McBeal
1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Sex and The City
1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Just Shoot Me!
1998,1999,56,Best Performance by an Actor in a Television Series - Musical or Comedy,TRUE,Spin City
1998,1999,56,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Frasier
1998,1999,56,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,3rd Rock From The Sun
1998,1999,56,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Just Shoot Me!
1998,1999,56,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Dharma & Greg
1998,1999,56,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,Gia
1998,1999,56,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,The Practice
1998,1999,56,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Ally McBeal
1998,1999,56,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Just Shoot Me!
1998,1999,56,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Dharma & Greg
1998,1999,56,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Merlin
1998,1999,56,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,The Rat Pack
1998,1999,56,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,Moby Dick
1998,1999,56,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,The Rat Pack
1998,1999,56,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Just Shoot Me!
1998,1999,56,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,ER
1998,1999,56,Cecil B. deMille Award,FALSE,Jack Nicholson
1999,2000,57,Best Motion Picture - Drama,TRUE,American Beauty
1999,2000,57,Best Motion Picture - Drama,FALSE,The End of the Affair
1999,2000,57,Best Motion Picture - Drama,FALSE,The Hurricane
1999,2000,57,Best Motion Picture - Drama,FALSE,The Insider
1999,2000,57,Best Motion Picture - Drama,FALSE,The Talented Mr. Ripley
1999,2000,57,Best Motion Picture - Musical or Comedy,TRUE,Toy Story 2
1999,2000,57,Best Motion Picture - Musical or Comedy,FALSE,Being John Malkovich
1999,2000,57,Best Motion Picture - Musical or Comedy,FALSE,Man on the Moon
1999,2000,57,Best Motion Picture - Musical or Comedy,FALSE,Notting Hill
1999,2000,57,Best Motion Picture - Musical or Comedy,FALSE,Analyze This
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,TRUE,Boys Don't Cry
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The End of the Affair
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Music of the Heart
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,FALSE,A Map of the World
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,FALSE,American Beauty
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,TRUE,The Hurricane
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Insider
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Talented Mr. Ripley
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Straight Story
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,FALSE,American Beauty
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,TRUE,Tumbleweeds
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,A Ideal Husbandn
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Notting Hill
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,The Muse
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Election
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,Man on the Moon
