year_film,year_award,ceremony,category,win,title
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Foxcatcher
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Nightcrawler
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Imitation Game
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Selma
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,TRUE,Big Eyes
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Into the Woods
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,The Hundred-Foot Journey
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Maps To The Stars
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Annie 
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,Birdman
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Grand Budapest Hotel
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Big Eyes
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,St. Vincent
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Inherent Vice
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Boyhood
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Birdman
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Imitation Game
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Into the Woods
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,A Most Violent Year
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,Whiplash
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Foxcatcher
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Judge
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Boyhood
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Birdman
2014,2015,72,Best Director - Motion Picture,TRUE,Boyhood
2014,2015,72,Best Director - Motion Picture,FALSE,Birdman
2014,2015,72,Best Director - Motion Picture,FALSE,Gone Girl
2014,2015,72,Best Director - Motion Picture,FALSE,The Grand Budapest Hotel
2014,2015,72,Best Director - Motion Picture,FALSE,Selma
2014,2015,72,Best Screenplay - Motion Picture,TRUE,Birdman
2014,2015,72,Best Screenplay - Motion Picture,FALSE,The Imitation Game
2014,2015,72,Best Screenplay - Motion Picture,FALSE,Gone Girl
2014,2015,72,Best Screenplay - Motion Picture,FALSE,The Grand Budapest Hotel
2014,2015,72,Best Screenplay - Motion Picture,FALSE,Boyhood
2014,2015,72,Best Motion Picture - Animated,TRUE,How to Train Your Dragon 2
2014,2015,72,Best Motion Picture - Animated,FALSE,Big Hero 6
2014,2015,72,Best Motion Picture - Animated,FALSE,The Book of Life
2014,2015,72,Best Motion Picture - Animated,FALSE,The Boxtrolls
2014,2015,72,Best Motion Picture - Animated,FALSE,The LEGO Movie
2014,2015,72,Best Motion Picture - Foreign Language,TRUE,A Russiandrey Zvyagintsev 
2014,2015,72,Best Motion Picture - Foreign Language,FALSE,Israel, Ronit Elkabetz, Shlomi Elkabetz
2014,2015,72,Best Motion Picture - Foreign Language,FALSE,Poland, Denmark, Pawel Pawlikowski
2014,2015,72,Best Motion Picture - Foreign Language,FALSE,Estonia, Zaza Urushadze
2014,2015,72,Best Motion Picture - Foreign Language,FALSE,Sweden, Ruben Östlund
2014,2015,72,Best Original Score - Motion Picture,TRUE,The Theory of Everything
2014,2015,72,Best Original Score - Motion Picture,FALSE,Birdman
2014,2015,72,Best Original Score - Motion Picture,FALSE,The Imitation Game
2014,2015,72,Best Original Score - Motion Picture,FALSE,Gone Girl
2014,2015,72,Best Original Score - Motion Picture,FALSE,Interstellar
2014,2015,72,Best Original Song - Motion Picture,TRUE,Selma
2014,2015,72,Best Original Song - Motion Picture,FALSE,Big Eyes
2014,2015,72,Best Original Song - Motion Picture,FALSE,The Hunger Games: Mockingjay - Part 1
2014,2015,72,Best Original Song - Motion Picture,FALSE,Noah
2014,2015,72,Best Original Song - Motion Picture,FALSE,Annie 
2014,2015,72,Best Television Series - Drama,TRUE,The Affair
2014,2015,72,Best Television Series - Drama,FALSE,House of Cards
2014,2015,72,Best Television Series - Drama,FALSE,Downton Abbey
2014,2015,72,Best Television Series - Drama,FALSE,Game of Thrones
2014,2015,72,Best Television Series - Drama,FALSE,The Good Wife
2014,2015,72,Best Television Series - Musical or Comedy,TRUE,Transparent
2014,2015,72,Best Television Series - Musical or Comedy,FALSE,Orange is the New Black
2014,2015,72,Best Television Series - Musical or Comedy,FALSE,Girls
2014,2015,72,Best Television Series - Musical or Comedy,FALSE,Jane The Virgin
2014,2015,72,Best Television Series - Musical or Comedy,FALSE,Silicon Valley
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,TRUE,Fargo
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,FALSE,True Detective
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,FALSE,The Normal Heart
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,FALSE,Olive Kitteridge
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,FALSE,The Missing
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,TRUE,The Honourable Woman
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Fargo
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,Olive Kitteridge
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,American Horror Story: Freak Show
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,FALSE,The Missing
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,TRUE,Fargo
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,True Detective
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,True Detective
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,The Normal Heart
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,FALSE,Fargo
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,TRUE,The Affair
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,FALSE,The Good Wife
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,FALSE,House of Cards
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,FALSE,Homeland
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,FALSE,How To Get Away With Murder
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,TRUE,House of Cards
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,FALSE,The Blacklist
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,FALSE,The Knick
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,FALSE,The Affair
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,FALSE,Ray Donovan
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,TRUE,Jane The Virgin
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Orange is the New Black
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Girls
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Nurse Jackie
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,FALSE,Veep
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,TRUE,Transparent
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Shameless
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Derek
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,House of Lies
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,FALSE,Louie
2014,2015,72,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,Downton Abbey
2014,2015,72,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,True Detective
2014,2015,72,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Orange is the New Black
2014,2015,72,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,American Horror Story: Freak Show
2014,2015,72,Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Mom
2014,2015,72,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,TRUE,The Normal Heart
2014,2015,72,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Olive Kitteridge
2014,2015,72,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Ray Donovan
2014,2015,72,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Fargo
2014,2015,72,Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television,FALSE,Alan Cumming
2014,2015,72,Cecil B. deMille Award,FALSE,George Clooney
2015,2016,73,Best Motion Picture - Drama,TRUE,The Revenant
2015,2016,73,Best Motion Picture - Drama,FALSE,Carol
2015,2016,73,Best Motion Picture - Drama,FALSE,Mad Max: Fury Road
2015,2016,73,Best Motion Picture - Drama,FALSE,Room
2015,2016,73,Best Motion Picture - Drama,FALSE,Spotlight
2015,2016,73,Best Motion Picture - Musical or Comedy,TRUE,The Martian
2015,2016,73,Best Motion Picture - Musical or Comedy,FALSE,Spy
2015,2016,73,Best Motion Picture - Musical or Comedy,FALSE,The Big Short
2015,2016,73,Best Motion Picture - Musical or Comedy,FALSE,Trainwreck
2015,2016,73,Best Motion Picture - Musical or Comedy,FALSE,Joy
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,TRUE,Room
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Carol
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Carol
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The Danish Girl
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Brooklyn
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,TRUE,The Revenant
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Concussion
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Steve Jobs
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Danish Girl
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Trumbo
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,TRUE,Joy
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,The Lady in the Van
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Trainwreck
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Grandma
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,FALSE,Spy
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,The Martian
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Danny Collins
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Infinitely Polar Bear
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Big Short
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,The Big Short
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Steve Jobs
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Youth
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Ex Machina
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Hateful Eight
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Trumbo
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,Creed
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,99 Homes
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Beasts of No Nation
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Bridge of Spies
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Love & Mercy
